Image,Letter,Center_x,Center_y,Distance_x,Distance_y
dataset\a3.jpg,i,587,695,29,41
dataset\a3.jpg,n,608,699,29,41
dataset\a3.jpg,g,638,707,34,46
dataset\a3.jpg,t,716,688,40,56
dataset\a3.jpg,h,756,683,40,56
dataset\a3.jpg,a,785,691,35,48
dataset\a3.jpg,t,817,682,40,56
dataset\a3.jpg,s,904,683,40,56
dataset\a3.jpg,o,939,685,40,56
dataset\a3.jpg,m,977,678,50,70
dataset\a3.jpg,e,1016,691,34,46
dataset\a3.jpg,o,1040,691,34,46
dataset\a3.jpg,n,1071,690,34,46
dataset\a3.jpg,e,1104,692,34,46
dataset\a3.jpg,w,1202,677,47,67
dataset\a3.jpg,h,1286,681,47,67
dataset\a3.jpg,r,1381,686,33,45
dataset\a3.jpg,a,1407,687,33,45
dataset\a3.jpg,i,1431,689,33,45
dataset\a3.jpg,n,1456,689,33,45
dataset\a3.jpg,a,1546,688,33,45
dataset\a3.jpg,n,1584,687,33,45
dataset\a3.jpg,d,1623,675,38,54
dataset\a3.jpg,s,1691,681,38,54
dataset\a3.jpg,o,1716,681,38,54
dataset\a3.jpg,m,1756,681,38,54
dataset\a3.jpg,e,1793,683,38,54
dataset\a3.jpg,c,1876,683,38,54
dataset\a3.jpg,s,294,796,40,56
dataset\a3.jpg,e,326,792,36,50
dataset\a3.jpg,n,352,797,36,50
dataset\a3.jpg,s,377,792,36,50
dataset\a3.jpg,e,408,796,36,50
dataset\a3.jpg,i,528,791,36,50
dataset\a3.jpg,h,649,786,36,50
dataset\a3.jpg,a,683,787,36,50
dataset\a3.jpg,v,714,786,36,50
dataset\a3.jpg,e,744,789,36,50
dataset\a3.jpg,w,495,790,43,61
dataset\a3.jpg,l,578,786,43,61
dataset\a3.jpg,t,918,780,43,61
dataset\a3.jpg,l,986,782,43,61
dataset\a3.jpg,e,1070,783,43,61
dataset\a3.jpg,t,1120,773,43,61
dataset\a3.jpg,h,1149,776,37,52
dataset\a3.jpg,e,1184,781,37,52
dataset\a3.jpg,k,1038,784,37,52
dataset\a3.jpg,r,1277,784,37,52
dataset\a3.jpg,o,1300,782,37,52
dataset\a3.jpg,h,1537,777,37,52
dataset\a3.jpg,s,1587,781,37,52
dataset\a3.jpg,r,1646,776,37,52
dataset\a3.jpg,a,1678,776,37,52
dataset\a3.jpg,b,1708,769,37,52
dataset\a3.jpg,b,1740,773,37,52
dataset\a3.jpg,t,1792,773,37,52
dataset\a3.jpg,t,1854,771,37,52
dataset\a3.jpg,h,1952,768,40,56
dataset\a3.jpg,H,453,980,40,56
dataset\a3.jpg,u,495,982,36,50
dataset\a3.jpg,m,533,993,38,54
dataset\a3.jpg,a,572,990,38,54
dataset\a3.jpg,n,617,989,38,54
dataset\a3.jpg,s,653,986,38,54
dataset\a3.jpg,l,752,975,38,54
dataset\a3.jpg,e,783,978,38,54
dataset\a3.jpg,a,806,980,38,54
dataset\a3.jpg,r,843,980,38,54
dataset\a3.jpg,n,870,979,38,54
dataset\a3.jpg,b,964,970,46,64
dataset\a3.jpg,y,1003,992,46,64
dataset\a3.jpg,d,1060,966,46,64
dataset\a3.jpg,o,1088,978,31,43
dataset\a3.jpg,n,1132,977,31,43
dataset\a3.jpg,g,1158,989,31,43
dataset\a3.jpg,t,1230,974,36,50
dataset\a3.jpg,h,1263,969,36,50
dataset\a3.jpg,i,1290,970,31,43
dataset\a3.jpg,n,1319,971,31,43
dataset\a3.jpg,s,1383,975,31,43
dataset\a3.jpg,a,1460,971,42,58
dataset\a3.jpg,n,1497,972,42,58
dataset\a3.jpg,d,1535,962,42,58
dataset\a3.jpg,n,1601,962,42,58
dataset\a3.jpg,t,1658,960,42,58
dataset\a3.jpg,j,1702,966,42,58
dataset\a3.jpg,u,1736,971,35,48
dataset\a3.jpg,s,1761,968,35,48
dataset\a3.jpg,t,1790,963,35,48
dataset\a3.jpg,r,1866,959,35,48
dataset\a3.jpg,e,1890,959,35,48
dataset\a3.jpg,a,1917,963,35,48
dataset\a3.jpg,m,1917,1064,35,48
dataset\a3.jpg,d,1871,1052,34,46
dataset\a3.jpg,n,1844,1052,29,41
dataset\a3.jpg,a,1817,1055,29,41
dataset\a3.jpg,r,1790,1055,29,41
dataset\a3.jpg,t,1690,1052,35,48
dataset\a3.jpg,u,1657,1057,35,48
dataset\a3.jpg,o,1631,1058,35,48
dataset\a3.jpg,b,1606,1058,35,48
dataset\a3.jpg,a,1573,1061,35,48
dataset\a3.jpg,g,1514,1075,35,48
dataset\a3.jpg,n,1486,1071,31,43
dataset\a3.jpg,p,1444,1075,38,54
dataset\a3.jpg,y,1365,1076,38,54
dataset\a3.jpg,n,1290,1076,38,54
dataset\a3.jpg,o,1256,1073,38,54
dataset\a3.jpg,g,1203,1081,38,54
dataset\a3.jpg,n,1176,1076,38,54
dataset\a3.jpg,i,1151,1073,33,45
dataset\a3.jpg,o,1128,1073,33,45
dataset\a3.jpg,g,1099,1076,38,54
dataset\a3.jpg,s,1045,1074,38,54
dataset\a3.jpg,i,1012,1075,38,54
dataset\a3.jpg,f,975,1073,47,67
dataset\a3.jpg,m,929,1076,47,67
dataset\a3.jpg,s,881,1072,35,48
dataset\a3.jpg,h,834,1072,35,48
dataset\a3.jpg,t,803,1071,35,48
dataset\a3.jpg,e,738,1077,35,48
dataset\a3.jpg,k,712,1072,35,48
dataset\a3.jpg,l,667,1069,35,48
dataset\a3.jpg,g,570,1092,35,48
dataset\a3.jpg,n,539,1086,35,48
dataset\a3.jpg,i,508,1082,35,48
dataset\a3.jpg,n,478,1081,35,48
dataset\a3.jpg,l,375,1077,35,48
dataset\a3.jpg,r,305,1088,35,48
dataset\a3.jpg,o,277,1090,35,48
dataset\a3.jpg,b,299,1174,43,61
dataset\a3.jpg,u,331,1182,29,41
dataset\a3.jpg,l,355,1173,34,46
dataset\a3.jpg,l,379,1173,34,46
dataset\a3.jpg,s,399,1175,34,46
dataset\a3.jpg,h,427,1173,34,46
dataset\a3.jpg,i,456,1173,34,46
dataset\a3.jpg,t,483,1173,34,46
dataset\a3.jpg,A,330,1453,59,82
dataset\a3.jpg,I,389,1446,58,82
dataset\a3.jpg,t,531,1454,46,64
dataset\a3.jpg,y,567,1464,46,64
dataset\a3.jpg,p,611,1464,56,78
dataset\a3.jpg,e,653,1449,43,61
dataset\a3.jpg,s,681,1453,43,61
dataset\a3.jpg,M,434,1541,59,82
dataset\a3.jpg,a,480,1553,42,58
dataset\a3.jpg,c,514,1552,42,58
dataset\a3.jpg,h,547,1547,42,58
dataset\a3.jpg,n,609,1549,42,58
dataset\a3.jpg,e,650,1550,42,58
dataset\a3.jpg,e,778,1548,42,58
dataset\a3.jpg,a,810,1541,38,54
dataset\a3.jpg,r,843,1542,38,54
dataset\a3.jpg,n,880,1543,38,54
dataset\a3.jpg,i,914,1545,38,54
dataset\a3.jpg,n,948,1543,38,54
dataset\a3.jpg,g,987,1559,38,54
dataset\a3.jpg,L,739,1539,50,70
dataset\a3.jpg,N,435,1637,67,94
dataset\a3.jpg,L,503,1637,67,94
dataset\a3.jpg,P,554,1634,66,94
dataset\a3.jpg,E,430,1737,67,94
dataset\a3.jpg,V,459,1910,59,82
dataset\a3.jpg,P,464,2098,59,82
dataset\a3.jpg,A,351,2292,59,82
dataset\a3.jpg,T,491,2387,59,82
dataset\a3.jpg,T,499,2467,59,82
dataset\a3.jpg,A,792,2551,59,82
dataset\a3.jpg,A,490,2654,59,82
dataset\a3.jpg,T,544,2824,59,82
dataset\a3.jpg,N,534,2931,59,82
dataset\a3.jpg,L,587,2926,59,82
dataset\a3.jpg,P,641,2922,59,82
dataset\a3.jpg,C,518,3307,47,67
dataset\a3.jpg,R,509,3406,47,67
dataset\a3.jpg,n,904,3301,47,67
dataset\a3.jpg,o,869,3306,47,67
dataset\a3.jpg,v,777,3307,42,58
dataset\a3.jpg,r,735,3312,42,58
dataset\a3.jpg,e,703,3314,34,46
dataset\a3.jpg,o,544,3323,34,46
dataset\a3.jpg,a,571,3215,34,46
dataset\a3.jpg,t,717,3213,34,46
dataset\a3.jpg,n,819,3214,34,46
dataset\a3.jpg,e,853,3213,34,46
dataset\a3.jpg,e,1019,3213,34,46
dataset\a3.jpg,n,1052,3213,34,46
dataset\a3.jpg,a,1083,3211,34,46
dataset\a3.jpg,r,1113,3211,34,46
dataset\a3.jpg,o,1162,3207,34,46
dataset\a3.jpg,n,1068,3112,34,46
dataset\a3.jpg,i,1035,3114,34,46
dataset\a3.jpg,n,1006,3114,34,46
dataset\a3.jpg,o,976,3114,34,46
dataset\a3.jpg,s,943,3113,34,46
dataset\a3.jpg,a,909,3114,34,46
dataset\a3.jpg,e,883,3115,34,46
dataset\a3.jpg,r,853,3116,34,46
dataset\a3.jpg,d,741,3113,34,46
dataset\a3.jpg,a,663,3115,34,46
dataset\a3.jpg,m,631,3115,38,54
dataset\a3.jpg,u,546,3116,38,54
dataset\a3.jpg,n,560,3020,38,54
dataset\a3.jpg,o,593,3022,38,54
dataset\a3.jpg,o,595,3022,33,45
dataset\a3.jpg,e,680,3018,33,45
dataset\a3.jpg,e,763,3020,33,45
dataset\a3.jpg,g,736,3024,33,45
dataset\a3.jpg,r,844,3021,33,45
dataset\a3.jpg,e,869,3017,33,45
dataset\a3.jpg,r,933,3016,33,45
dataset\a3.jpg,e,956,3016,33,45
dataset\a3.jpg,n,1024,3016,33,45
dataset\a3.jpg,a,1086,3013,33,45
dataset\a3.jpg,t,1117,3002,33,45
dataset\a3.jpg,t,1058,3001,33,45
dataset\a3.jpg,o,1164,3007,33,45
dataset\a3.jpg,n,1197,3007,33,45
dataset\a3.jpg,a,719,2836,38,54
dataset\a3.jpg,g,491,2862,38,54
dataset\a3.jpg,n,463,2858,38,54
dataset\a3.jpg,i,437,2848,34,46
dataset\a3.jpg,r,415,2850,34,46
dataset\a3.jpg,u,377,2849,34,46
dataset\a3.jpg,e,580,2846,34,46
dataset\a3.jpg,s,609,2845,34,46
dataset\a3.jpg,t,639,2840,34,46
dataset\a3.jpg,r,817,2830,34,46
dataset\a3.jpg,o,841,2829,34,46
dataset\a3.jpg,a,871,2831,34,46
dataset\a3.jpg,c,896,2832,34,46
dataset\a3.jpg,h,933,2828,34,46
dataset\a3.jpg,t,1442,3189,42,58
dataset\a3.jpg,g,1588,3189,42,58
dataset\a3.jpg,x,477,1740,42,58
dataset\a3.jpg,t,607,1726,42,58
dataset\a3.jpg,s,668,1733,42,58
dataset\a3.jpg,y,702,1751,42,58
dataset\a3.jpg,s,742,1735,42,58
dataset\a3.jpg,r,578,1741,29,41
dataset\a3.jpg,e,547,1739,29,41
dataset\a3.jpg,e,804,1732,29,41
dataset\a3.jpg,s,886,1732,29,41
dataset\a3.jpg,m,840,1728,43,61
dataset\a3.jpg,p,466,1839,43,61
dataset\a3.jpg,h,574,1825,43,61
dataset\a3.jpg,R,650,1822,43,61
dataset\a3.jpg,e,494,1834,28,40
dataset\a3.jpg,e,519,1835,28,40
dataset\a3.jpg,c,544,1835,28,40
dataset\a3.jpg,i,497,1922,28,40
dataset\a3.jpg,s,524,1927,28,40
dataset\a3.jpg,i,554,1923,28,40
dataset\a3.jpg,o,587,1922,28,40
dataset\a3.jpg,n,620,1925,35,48
dataset\a3.jpg,s,651,2016,35,48
dataset\a3.jpg,c,618,2016,35,48
dataset\a3.jpg,t,573,2014,35,48
dataset\a3.jpg,b,518,2014,36,50
dataset\a3.jpg,R,452,2008,42,58
dataset\a3.jpg,o,482,2020,33,45
dataset\a3.jpg,a,525,2111,33,45
dataset\a3.jpg,n,556,2109,33,45
dataset\a3.jpg,n,592,2107,33,45
dataset\a3.jpg,i,626,2105,33,45
dataset\a3.jpg,n,663,2103,33,45
dataset\a3.jpg,g,693,2118,38,54
dataset\a3.jpg,e,691,1823,38,54
dataset\a3.jpg,c,723,1824,38,54
dataset\a3.jpg,o,756,1829,33,45
dataset\a3.jpg,g,786,1840,38,54
dataset\a3.jpg,n,831,1823,38,54
dataset\a3.jpg,i,865,1824,33,45
dataset\a3.jpg,t,888,1815,33,45
dataset\a3.jpg,o,926,1818,28,39
dataset\a3.jpg,n,959,1819,35,48
dataset\a3.jpg,S,430,1832,35,48
dataset\a3.jpg,T,774,1730,35,48
dataset\a3.jpg,p,513,1745,46,64
dataset\a3.jpg,f,1327,785,46,64
dataset\a3.jpg,w,1399,782,46,64
dataset\a3.jpg,h,1480,773,43,61
dataset\a3.jpg,t,1452,776,36,50
dataset\a3.jpg,i,1432,781,30,42
dataset\a3.jpg,N,855,781,46,64
dataset\a3.jpg,a,316,895,37,52
dataset\a3.jpg,n,352,895,37,52
dataset\a3.jpg,d,382,892,37,52
dataset\a3.jpg,g,451,910,46,64
dataset\a3.jpg,y,543,904,46,64
dataset\a3.jpg,h,593,879,46,64
dataset\a3.jpg,r,678,893,35,48
dataset\a3.jpg,a,629,892,35,48
dataset\a3.jpg,r,487,891,35,48
dataset\a3.jpg,e,513,893,27,38
dataset\a3.jpg,i,652,889,27,38
dataset\a3.jpg,i,1234,689,27,38
dataset\a3.jpg,o,884,799,27,38
dataset\a3.jpg,p,391,2309,46,64
dataset\a3.jpg,p,428,2311,46,64
dataset\a3.jpg,r,459,2295,35,48
dataset\a3.jpg,o,490,2295,35,48
dataset\a3.jpg,a,523,2295,35,48
dataset\a3.jpg,c,557,2296,35,48
dataset\a3.jpg,h,587,2288,35,48
dataset\a3.jpg,e,625,2287,35,48
dataset\a3.jpg,s,657,2295,35,48
dataset\a3.jpg,o,817,2279,35,48
dataset\a3.jpg,t,778,2274,50,70
dataset\a3.jpg,A,924,2270,50,70
dataset\a3.jpg,I,974,2264,50,70
dataset\a3.jpg,e,714,603,30,42
dataset\a3.jpg,u,750,586,38,54
dataset\a3.jpg,i,780,596,23,32
dataset\a3.jpg,s,410,1090,22,31
dataset\a3.jpg,e,448,1089,22,31
dataset\a3.jpg,i,394,1086,22,31
dataset\a3.jpg,a,1391,1073,21,31
dataset\a3.jpg,h,534,2386,35,48
dataset\a3.jpg,n,585,2389,34,46
dataset\a3.jpg,k,625,2377,34,46
dataset\a3.jpg,n,675,2379,34,46
dataset\a3.jpg,i,651,2380,28,39
dataset\a3.jpg,i,561,2391,25,34
dataset\a3.jpg,g,707,2393,38,54
dataset\a3.jpg,h,812,2373,47,67
dataset\a3.jpg,u,857,2373,43,61
dataset\a3.jpg,m,907,2370,43,61
dataset\a3.jpg,n,983,2368,43,61
dataset\a3.jpg,l,1020,2360,43,61
dataset\a3.jpg,a,945,2375,31,43
dataset\a3.jpg,C,1254,2351,36,50
dataset\a3.jpg,o,1279,2362,26,36
dataset\a3.jpg,i,1371,2353,26,36
dataset\a3.jpg,e,1473,2347,26,36
dataset\a3.jpg,v,1444,2348,26,36
dataset\a3.jpg,i,1414,2346,26,36
dataset\a3.jpg,g,1306,2378,37,52
dataset\a3.jpg,l,1697,2337,37,52
dataset\a3.jpg,l,1720,2337,37,52
dataset\a3.jpg,l,1723,2337,37,52
dataset\a3.jpg,d,1640,2341,43,61
dataset\a3.jpg,o,1603,2355,30,42
dataset\a3.jpg,e,1674,2348,30,42
dataset\a3.jpg,n,1764,2346,30,42
dataset\a3.jpg,m,1562,2349,53,73
dataset\a3.jpg,g,1796,2353,53,73
dataset\a3.jpg,a,1843,2338,35,48
dataset\a3.jpg,b,1902,2337,35,48
dataset\a3.jpg,b,1872,2334,35,48
dataset\a3.jpg,h,545,2473,42,58
dataset\a3.jpg,k,645,2472,42,58
dataset\a3.jpg,i,574,2481,30,42
dataset\a3.jpg,n,603,2481,30,42
dataset\a3.jpg,i,671,2472,30,42
dataset\a3.jpg,n,697,2472,30,42
dataset\a3.jpg,g,730,2482,36,50
dataset\a3.jpg,r,802,2471,36,50
dataset\a3.jpg,a,829,2467,36,50
dataset\a3.jpg,t,867,2457,36,50
dataset\a3.jpg,o,926,2457,36,50
dataset\a3.jpg,n,965,2458,36,50
dataset\a3.jpg,a,1002,2456,36,50
dataset\a3.jpg,l,1037,2449,36,50
dataset\a3.jpg,l,1067,2449,36,50
dataset\a3.jpg,y,1099,2461,36,50
dataset\a3.jpg,i,894,2463,29,41
dataset\a3.jpg,L,1208,2446,37,52
dataset\a3.jpg,a,1239,2453,28,40
dataset\a3.jpg,s,1320,2453,28,40
dataset\a3.jpg,w,1283,2446,50,70
dataset\a3.jpg,f,1398,2449,50,70
dataset\a3.jpg,t,1453,2437,38,54
dataset\a3.jpg,h,1486,2438,38,54
dataset\a3.jpg,o,1520,2439,38,54
dataset\a3.jpg,u,1548,2437,38,54
dataset\a3.jpg,g,1579,2453,38,54
dataset\a3.jpg,h,1610,2438,38,54
dataset\a3.jpg,t,1640,2438,38,54
dataset\a3.jpg,a,1690,2437,38,54
dataset\a3.jpg,b,1726,2428,35,48
dataset\a3.jpg,b,1755,2424,35,48
dataset\a3.jpg,o,1799,2433,35,48
dataset\a3.jpg,a,1828,2433,35,48
dataset\a3.jpg,c,1857,2431,35,48
dataset\a3.jpg,h,1892,2427,35,48
dataset\a3.jpg,r,1907,2529,35,48
dataset\a3.jpg,b,1872,2522,35,48
dataset\a3.jpg,b,1840,2520,35,48
dataset\a3.jpg,a,1808,2520,35,48
dataset\a3.jpg,t,1748,2523,35,48
dataset\a3.jpg,s,1723,2523,35,48
dataset\a3.jpg,e,1694,2524,35,48
dataset\a3.jpg,t,1667,2524,35,48
dataset\a3.jpg,g,1594,2541,35,48
dataset\a3.jpg,n,1564,2533,35,48
dataset\a3.jpg,r,1524,2532,35,48
dataset\a3.jpg,u,1483,2532,35,48
dataset\a3.jpg,T,1450,2526,47,67
dataset\a3.jpg,y,1324,2552,36,50
dataset\a3.jpg,l,1296,2529,36,50
dataset\a3.jpg,n,1264,2542,36,50
dataset\a3.jpg,a,1222,2542,36,50
dataset\a3.jpg,u,1119,2550,36,50
dataset\a3.jpg,m,1179,2548,47,67
dataset\a3.jpg,h,1076,2541,47,67
dataset\a3.jpg,g,952,2560,47,67
dataset\a3.jpg,n,920,2550,38,54
dataset\a3.jpg,t,860,2548,38,54
dataset\a3.jpg,c,831,2553,38,54
dataset\a3.jpg,i,887,2555,33,45
dataset\a3.jpg,c,529,2664,33,45
dataset\a3.jpg,i,586,2660,33,45
dataset\a3.jpg,n,613,2658,33,45
dataset\a3.jpg,g,651,2675,42,58
dataset\a3.jpg,t,557,2651,42,58
dataset\a3.jpg,r,743,2654,34,46
dataset\a3.jpg,a,773,2651,34,46
dataset\a3.jpg,t,817,2642,34,46
dataset\a3.jpg,o,869,2644,34,46
dataset\a3.jpg,n,907,2643,34,46
dataset\a3.jpg,a,939,2641,34,46
dataset\a3.jpg,y,1031,2662,46,64
dataset\a3.jpg,R,1178,2624,46,64
dataset\a3.jpg,a,1210,2644,30,42
dataset\a3.jpg,t,1242,2635,33,45
dataset\a3.jpg,n,1311,2636,33,45
dataset\a3.jpg,l,1404,2624,33,45
dataset\a3.jpg,y,1432,2641,33,45
dataset\a3.jpg,a,1500,2633,33,45
dataset\a3.jpg,c,1526,2633,33,45
dataset\a3.jpg,n,1591,2629,33,45
dataset\a3.jpg,g,1618,2643,38,54
dataset\a3.jpg,t,1813,2615,38,54
dataset\a3.jpg,n,1769,2629,38,54
dataset\a3.jpg,a,1670,2622,29,41
dataset\a3.jpg,e,1728,2622,29,41
dataset\a3.jpg,g,1697,2639,35,48
dataset\a3.jpg,b,753,2826,38,54
dataset\a3.jpg,p,751,2852,38,54
dataset\a3.jpg,p,784,2853,38,54
dataset\a3.jpg,b,788,2828,38,54
dataset\a3.jpg,K,526,3013,38,54
dataset\a3.jpg,w,633,3024,38,54
dataset\a3.jpg,b,903,3007,38,54
dataset\a3.jpg,p,900,3033,38,54
dataset\a3.jpg,e,1000,3017,27,38
dataset\a3.jpg,s,978,3016,27,38
dataset\a3.jpg,e,713,3125,27,38
dataset\a3.jpg,A,513,3105,38,54
dataset\a3.jpg,o,597,3120,30,42
dataset\a3.jpg,t,572,3108,35,48
dataset\a3.jpg,g,1102,3117,40,56
dataset\a3.jpg,A,505,3210,40,56
dataset\a3.jpg,t,637,3210,40,56
dataset\a3.jpg,b,604,3202,40,56
dataset\a3.jpg,p,598,3230,40,56
dataset\a3.jpg,w,889,3212,46,64
dataset\a3.jpg,c,990,3218,33,45
dataset\a3.jpg,o,747,3229,33,45
dataset\a3.jpg,s,821,3314,33,45
dataset\a3.jpg,u,647,3321,27,38
dataset\a3.jpg,b,624,3313,28,39
dataset\a3.jpg,o,551,3421,28,39
dataset\a3.jpg,o,607,3419,28,39
dataset\a3.jpg,c,694,3411,28,39
dataset\a3.jpg,i,668,3412,28,39
dataset\a3.jpg,b,581,3411,29,41
dataset\a3.jpg,t,636,3409,37,52
dataset\a3.jpg,m,582,3309,47,67
dataset\a3.jpg,T,333,2832,63,87
dataset\a3.jpg,u,1470,3191,28,39
dataset\a3.jpg,r,1505,3194,28,39
dataset\a3.jpg,i,1526,3188,28,39
dataset\a3.jpg,n,1553,3193,28,39
dataset\a3.jpg,d,673,402,36,50
dataset\a3.jpg,l,746,399,36,50
dataset\a3.jpg,i,817,122,36,50
dataset\a3.jpg,i,881,118,30,42
dataset\a3.jpg,i,933,114,30,42
dataset\a3.jpg,i,1298,83,30,42
dataset\a3.jpg,h,565,692,30,42
dataset\a3.jpg,t,537,687,30,42
dataset\a4.jpg,T,555,268,50,70
dataset\a4.jpg,m,626,278,50,70
dataset\a4.jpg,e,676,265,50,70
dataset\a4.jpg,m,822,263,50,70
dataset\a4.jpg,b,867,254,50,70
dataset\a4.jpg,p,864,287,50,70
dataset\a4.jpg,y,1067,258,50,70
dataset\a4.jpg,i,581,276,31,43
dataset\a4.jpg,o,777,274,31,43
dataset\a4.jpg,e,917,266,31,43
dataset\a4.jpg,i,999,257,42,58
dataset\a4.jpg,n,811,344,42,58
dataset\a4.jpg,m,887,343,42,58
dataset\a4.jpg,n,1432,350,42,58
dataset\a4.jpg,m,1480,316,42,58
dataset\a4.jpg,O,699,356,56,78
dataset\a4.jpg,O,694,541,56,78
dataset\a4.jpg,x,951,253,47,67
dataset\a4.jpg,I,636,932,63,87
dataset\a4.jpg,D,1015,910,63,87
dataset\a4.jpg,D,1409,904,63,87
dataset\a4.jpg,F,1474,907,63,87
dataset\a4.jpg,S,1537,912,63,87
dataset\a4.jpg,S,1149,1105,63,87
dataset\a4.jpg,F,1102,1110,63,87
dataset\a4.jpg,D,1044,1106,63,87
dataset\a4.jpg,B,1372,1104,63,87
dataset\a4.jpg,F,1424,1107,63,87
dataset\a4.jpg,S,1470,1114,63,87
dataset\a4.jpg,C,681,1107,63,87
dataset\a4.jpg,t,682,927,47,67
dataset\a4.jpg,e,919,926,47,67
dataset\a4.jpg,v,878,933,37,52
dataset\a4.jpg,i,854,930,37,52
dataset\a4.jpg,t,825,924,40,56
dataset\a4.jpg,a,782,930,40,56
dataset\a4.jpg,r,749,934,33,45
dataset\a4.jpg,e,720,940,38,54
dataset\a4.jpg,e,1086,926,38,54
dataset\a4.jpg,e,1057,928,34,46
dataset\a4.jpg,e,1157,922,34,46
dataset\a4.jpg,n,1193,921,34,46
dataset\a4.jpg,i,1222,922,34,46
dataset\a4.jpg,n,1251,923,34,46
dataset\a4.jpg,g,1286,938,46,64
dataset\a4.jpg,b,1122,913,46,64
dataset\a4.jpg,p,1121,936,46,64
dataset\a4.jpg,s,939,1109,46,64
dataset\a4.jpg,o,717,1122,36,50
dataset\a4.jpg,e,901,1107,36,50
dataset\a4.jpg,n,869,1107,36,50
dataset\a4.jpg,m,762,1104,50,70
dataset\a4.jpg,b,814,1106,50,70
dataset\a4.jpg,a,1205,1114,40,56
dataset\a4.jpg,n,1246,1115,40,56
dataset\a4.jpg,d,1295,1118,59,82
dataset\a4.jpg,D,581,1320,59,82
dataset\a4.jpg,e,627,1321,42,58
dataset\a4.jpg,e,712,1319,42,58
dataset\a4.jpg,r,746,1319,42,58
dataset\a4.jpg,t,805,1314,42,58
dataset\a4.jpg,m,668,1317,56,78
dataset\a4.jpg,R,700,1410,56,78
dataset\a4.jpg,P,1008,1422,59,82
dataset\a4.jpg,e,739,1422,37,52
dataset\a4.jpg,b,776,1407,46,64
dataset\a4.jpg,p,776,1431,46,64
dataset\a4.jpg,e,813,1420,34,46
dataset\a4.jpg,a,839,1429,34,46
dataset\a4.jpg,s,904,1423,34,46
dataset\a4.jpg,r,1057,1421,34,46
dataset\a4.jpg,e,1094,1419,34,46
dataset\a4.jpg,v,1132,1420,34,46
dataset\a4.jpg,i,1160,1417,34,46
dataset\a4.jpg,o,1188,1422,37,52
dataset\a4.jpg,s,1279,1418,37,52
dataset\a4.jpg,u,1235,1417,47,67
dataset\a4.jpg,b,1369,1404,47,67
dataset\a4.jpg,p,1370,1432,56,78
dataset\a4.jpg,h,1416,1403,42,58
dataset\a4.jpg,a,1453,1409,42,58
dataset\a4.jpg,s,1492,1410,42,58
dataset\a4.jpg,e,1535,1410,42,58
dataset\a4.jpg,a,1675,1411,42,58
dataset\a4.jpg,c,1749,1415,42,58
dataset\a4.jpg,l,1709,1401,53,73
dataset\a4.jpg,g,1868,1432,50,70
dataset\a4.jpg,a,1827,1410,38,54
dataset\a4.jpg,a,1911,1426,43,61
dataset\a4.jpg,n,1982,1430,43,61
dataset\a4.jpg,I,621,1696,63,87
dataset\a4.jpg,H,735,1799,63,87
dataset\a4.jpg,S,1070,1691,63,87
dataset\a4.jpg,S,1114,1796,63,87
dataset\a4.jpg,f,717,1712,46,64
dataset\a4.jpg,o,755,1713,46,64
dataset\a4.jpg,m,836,1702,53,73
dataset\a4.jpg,d,920,1703,53,73
dataset\a4.jpg,n,674,1715,37,52
dataset\a4.jpg,r,789,1714,37,52
dataset\a4.jpg,e,879,1713,37,52
dataset\a4.jpg,e,1112,1712,37,52
dataset\a4.jpg,a,1143,1712,37,52
dataset\a4.jpg,r,1184,1711,37,52
dataset\a4.jpg,c,1224,1710,37,52
dataset\a4.jpg,h,1275,1702,42,58
dataset\a4.jpg,h,1288,1802,42,58
dataset\a4.jpg,c,1250,1807,42,58
dataset\a4.jpg,r,1216,1812,35,48
dataset\a4.jpg,a,1186,1814,35,48
dataset\a4.jpg,e,1159,1814,29,41
dataset\a4.jpg,e,779,1810,35,48
dataset\a4.jpg,u,815,1812,35,48
dataset\a4.jpg,r,860,1811,35,48
dataset\a4.jpg,i,886,1812,35,48
dataset\a4.jpg,s,915,1812,35,48
dataset\a4.jpg,c,1000,1812,35,48
dataset\a4.jpg,t,950,1808,38,54
dataset\a4.jpg,s,707,2003,38,54
dataset\a4.jpg,a,664,2006,38,54
dataset\a4.jpg,s,837,2000,38,54
dataset\a4.jpg,o,873,2006,38,54
dataset\a4.jpg,e,961,2004,38,54
dataset\a4.jpg,i,1062,2006,38,54
dataset\a4.jpg,n,1104,2007,38,54
dataset\a4.jpg,o,1183,2015,38,54
dataset\a4.jpg,o,1307,2009,38,54
dataset\a4.jpg,h,1508,2003,38,54
dataset\a4.jpg,a,1548,2006,38,54
dataset\a4.jpg,i,1670,2003,38,54
dataset\a4.jpg,i,1764,2000,38,54
dataset\a4.jpg,s,1799,2000,38,54
dataset\a4.jpg,s,1881,2000,38,54
dataset\a4.jpg,e,1918,1999,38,54
dataset\a4.jpg,g,2120,2015,46,64
dataset\a4.jpg,i,2055,2000,36,50
dataset\a4.jpg,c,1992,1999,36,50
dataset\a4.jpg,r,1969,1997,28,40
dataset\a4.jpg,a,1947,1998,28,40
dataset\a4.jpg,h,2028,1987,46,64
dataset\a4.jpg,t,1699,1992,46,64
dataset\a4.jpg,t,1593,1995,46,64
dataset\a4.jpg,w,1459,1991,59,82
dataset\a4.jpg,f,1350,2012,59,82
dataset\a4.jpg,f,1141,2010,56,78
dataset\a4.jpg,m,916,1995,56,78
